Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Drink_Driving,Involving_Driver_Speed,Involving_Fatigued_Driver,Involving_Defective_Vehicle,Count_Crashes,Count_Fatality,Count_Hospitalised,Count_Medically_Treated,Count_Minor_Injury,Count_All_Casualties
2008,Northern,Property damage only,Yes,No,No,No,66,0,0,0,0,0
2008,Northern,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2008,Northern,Property damage only,Yes,No,Yes,No,4,0,0,0,0,0
2008,Northern,Property damage only,Yes,Yes,No,No,15,0,0,0,0,0
2008,South Eastern,Fatal,No,No,No,No,31,32,17,12,2,63
2008,South Eastern,Fatal,No,No,No,Yes,1,1,0,0,0,1
2008,South Eastern,Fatal,No,Yes,No,No,8,11,6,4,5,26
2008,South Eastern,Fatal,Yes,No,No,No,8,8,3,2,0,13
2008,South Eastern,Fatal,Yes,Yes,No,No,6,7,0,0,0,7
2008,South Eastern,Hospitalisation,No,No,No,No,740,0,899,123,96,1118
2008,South Eastern,Hospitalisation,No,No,No,Yes,13,0,16,0,2,18
2008,South Eastern,Hospitalisation,No,No,Yes,No,13,0,13,7,1,21
2008,South Eastern,Hospitalisation,No,Yes,No,No,45,0,55,11,4,70
2008,South Eastern,Hospitalisation,No,Yes,No,Yes,2,0,2,0,0,2
2008,South Eastern,Hospitalisation,Yes,No,No,No,102,0,123,13,9,145
2008,South Eastern,Hospitalisation,Yes,No,No,Yes,1,0,1,0,0,1
2008,South Eastern,Hospitalisation,Yes,No,Yes,No,2,0,2,0,0,2
2008,South Eastern,Hospitalisation,Yes,Yes,No,No,21,0,28,1,4,33
2008,South Eastern,Medical treatment,No,No,No,No,928,0,0,1107,118,1225
2008,South Eastern,Medical treatment,No,No,No,Yes,17,0,0,19,1,20
2008,South Eastern,Medical treatment,No,No,Yes,No,16,0,0,22,1,23
2008,South Eastern,Medical treatment,No,Yes,No,No,28,0,0,38,1,39
2008,South Eastern,Medical treatment,Yes,No,No,No,72,0,0,96,5,101
2008,South Eastern,Medical treatment,Yes,No,Yes,No,1,0,0,1,0,1
2008,South Eastern,Medical treatment,Yes,Yes,No,No,14,0,0,18,3,21
2008,South Eastern,Medical treatment,Yes,Yes,Yes,No,1,0,0,1,0,1
2008,South Eastern,Minor injury,No,No,No,No,400,0,0,0,478,478
2008,South Eastern,Minor injury,No,No,No,Yes,7,0,0,0,9,9
2008,South Eastern,Minor injury,No,No,Yes,No,9,0,0,0,10,10
2008,South Eastern,Minor injury,No,Yes,No,No,18,0,0,0,21,21
2008,South Eastern,Minor injury,No,Yes,Yes,No,1,0,0,0,1,1
2008,South Eastern,Minor injury,Yes,No,No,No,29,0,0,0,34,34
2008,South Eastern,Minor injury,Yes,No,No,Yes,1,0,0,0,2,2
2008,South Eastern,Minor injury,Yes,No,Yes,No,2,0,0,0,2,2
2008,South Eastern,Minor injury,Yes,Yes,No,No,7,0,0,0,7,7
2008,South Eastern,Property damage only,No,No,No,No,925,0,0,0,0,0
2008,South Eastern,Property damage only,No,No,No,Yes,27,0,0,0,0,0
2008,South Eastern,Property damage only,No,No,Yes,No,25,0,0,0,0,0
2008,South Eastern,Property damage only,No,Yes,No,No,79,0,0,0,0,0
2008,South Eastern,Property damage only,No,Yes,No,Yes,2,0,0,0,0,0
2008,South Eastern,Property damage only,Yes,No,No,No,157,0,0,0,0,0
2008,South Eastern,Property damage only,Yes,No,Yes,No,6,0,0,0,0,0
2008,South Eastern,Property damage only,Yes,Yes,No,No,18,0,0,0,0,0
2008,Southern,Fatal,No,No,No,No,35,39,20,7,2,68
2008,Southern,Fatal,No,No,No,Yes,3,3,4,2,0,9
2008,Southern,Fatal,No,No,Yes,No,1,1,0,0,0,1
2008,Southern,Fatal,No,Yes,No,No,7,8,4,2,0,14
2008,Southern,Fatal,Yes,No,No,No,8,11,8,0,0,19
2008,Southern,Fatal,Yes,Yes,No,No,4,5,0,0,0,5
2008,Southern,Fatal,Yes,Yes,No,Yes,1,1,0,0,0,1
2008,Southern,Hospitalisation,No,No,No,No,775,0,948,115,101,1164
2008,Southern,Hospitalisation,No,No,No,Yes,25,0,31,6,3,40
2008,Southern,Hospitalisation,No,No,Yes,No,31,0,40,2,1,43
2008,Southern,Hospitalisation,No,Yes,No,No,43,0,59,2,3,64
2008,Southern,Hospitalisation,No,Yes,No,Yes,7,0,11,0,4,15
2008,Southern,Hospitalisation,No,Yes,Yes,No,2,0,3,0,0,3
2008,Southern,Hospitalisation,Yes,No,No,No,90,0,109,9,11,129
2008,Southern,Hospitalisation,Yes,No,No,Yes,1,0,1,0,0,1
2008,Southern,Hospitalisation,Yes,No,Yes,No,2,0,2,0,0,2
2008,Southern,Hospitalisation,Yes,Yes,No,No,12,0,18,1,1,20
2008,Southern,Medical treatment,No,No,No,No,746,0,0,926,81,1007
2008,Southern,Medical treatment,No,No,No,Yes,31,0,0,40,2,42
2008,Southern,Medical treatment,No,No,Yes,No,26,0,0,29,0,29
2008,Southern,Medical treatment,No,Yes,No,No,35,0,0,52,3,55
2008,Southern,Medical treatment,No,Yes,No,Yes,5,0,0,5,1,6
2008,Southern,Medical treatment,Yes,No,No,No,48,0,0,61,1,62
2008,Southern,Medical treatment,Yes,Yes,No,No,5,0,0,7,3,10
2008,Southern,Minor injury,No,No,No,No,484,0,0,0,587,587
2008,Southern,Minor injury,No,No,No,Yes,14,0,0,0,17,17
2008,Southern,Minor injury,No,No,Yes,No,11,0,0,0,13,13
2008,Southern,Minor injury,No,Yes,No,No,24,0,0,0,30,30
2008,Southern,Minor injury,No,Yes,Yes,No,1,0,0,0,1,1
2008,Southern,Minor injury,Yes,No,No,No,22,0,0,0,36,36
2008,Southern,Minor injury,Yes,No,No,Yes,3,0,0,0,3,3
2008,Southern,Minor injury,Yes,Yes,No,No,4,0,0,0,5,5
2008,Southern,Minor injury,Yes,Yes,No,Yes,1,0,0,0,1,1
2008,Southern,Property damage only,No,No,No,No,1493,0,0,0,0,0
2008,Southern,Property damage only,No,No,No,Yes,42,0,0,0,0,0
2008,Southern,Property damage only,No,No,Yes,No,42,0,0,0,0,0
2008,Southern,Property damage only,No,Yes,No,No,83,0,0,0,0,0
2008,Southern,Property damage only,No,Yes,No,Yes,4,0,0,0,0,0
2008,Southern,Property damage only,No,Yes,Yes,No,1,0,0,0,0,0
2008,Southern,Property damage only,Yes,No,No,No,104,0,0,0,0,0
2008,Southern,Property damage only,Yes,No,Yes,No,3,0,0,0,0,0
2008,Southern,Property damage only,Yes,Yes,No,No,17,0,0,0,0,0
2008,Southern,Property damage only,Yes,Yes,No,Yes,1,0,0,0,0,0
2008,Unknown,Hospitalisation,No,No,No,No,3,0,3,0,0,3
2008,Unknown,Hospitalisation,Yes,Yes,Yes,No,1,0,1,0,0,1
2008,Unknown,Medical treatment,No,No,No,No,1,0,0,1,0,1
2008,Unknown,Property damage only,No,No,No,No,8,0,0,0,0,0
2008,Unknown,Property damage only,No,Yes,No,No,1,0,0,0,0,0
2009,Brisbane,Fatal,No,No,No,No,19,19,1,7,3,30
2009,Brisbane,Fatal,No,No,Yes,No,2,2,0,0,0,2
2009,Brisbane,Fatal,No,Yes,No,No,8,8,4,0,1,13
2009,Brisbane,Fatal,Yes,No,No,No,2,2,0,0,0,2
2009,Brisbane,Fatal,Yes,Yes,No,No,5,5,5,0,4,14
2009,Brisbane,Hospitalisation,No,No,No,No,1415,0,1638,200,129,1967
2009,Brisbane,Hospitalisation,No,No,No,Yes,24,0,26,3,0,29
2009,Brisbane,Hospitalisation,No,No,Yes,No,23,0,25,1,4,30
2009,Brisbane,Hospitalisation,No,Yes,No,No,45,0,58,12,8,78
2009,Brisbane,Hospitalisation,Yes,No,No,No,106,0,136,14,10,160
2009,Brisbane,Hospitalisation,Yes,No,No,Yes,1,0,1,0,0,1
2009,Brisbane,Hospitalisation,Yes,No,Yes,No,2,0,2,0,0,2
2009,Brisbane,Hospitalisation,Yes,Yes,No,No,21,0,24,2,0,26
2009,Brisbane,Hospitalisation,Yes,Yes,No,Yes,1,0,2,0,0,2
2009,Brisbane,Medical treatment,No,No,No,No,1864,0,0,2202,186,2388
2009,Brisbane,Medical treatment,No,No,No,Yes,26,0,0,29,0,29
2009,Brisbane,Medical treatment,No,No,Yes,No,19,0,0,20,2,22
2009,Brisbane,Medical treatment,No,Yes,No,No,47,0,0,59,9,68
2009,Brisbane,Medical treatment,Yes,No,No,No,54,0,0,62,3,65
2009,Brisbane,Medical treatment,Yes,Yes,No,No,13,0,0,15,1,16
2009,Brisbane,Minor injury,No,No,No,No,772,0,0,0,899,899
2009,Brisbane,Minor injury,No,No,No,Yes,6,0,0,0,6,6
2009,Brisbane,Minor injury,No,No,Yes,No,8,0,0,0,9,9
2009,Brisbane,Minor injury,No,Yes,No,No,17,0,0,0,21,21
2009,Brisbane,Minor injury,No,Yes,No,Yes,1,0,0,0,1,1
2009,Brisbane,Minor injury,No,Yes,Yes,No,1,0,0,0,1,1
2009,Brisbane,Minor injury,Yes,No,No,No,24,0,0,0,28,28
2009,Brisbane,Minor injury,Yes,No,Yes,No,4,0,0,0,5,5
2009,Brisbane,Minor injury,Yes,Yes,No,No,8,0,0,0,10,10
2009,Brisbane,Property damage only,No,No,No,No,1857,0,0,0,0,0
2009,Brisbane,Property damage only,No,No,No,Yes,44,0,0,0,0,0
2009,Brisbane,Property damage only,No,No,Yes,No,30,0,0,0,0,0
2009,Brisbane,Property damage only,No,Yes,No,No,113,0,0,0,0,0
2009,Brisbane,Property damage only,No,Yes,No,Yes,1,0,0,0,0,0
2009,Brisbane,Property damage only,Yes,No,No,No,185,0,0,0,0,0
2009,Brisbane,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2009,Brisbane,Property damage only,Yes,No,Yes,No,9,0,0,0,0,0
2009,Brisbane,Property damage only,Yes,Yes,No,No,27,0,0,0,0,0
2009,Central,Fatal,No,No,No,No,80,93,55,28,7,183
2009,Central,Fatal,No,No,No,Yes,1,1,0,0,0,1
2009,Central,Fatal,No,No,Yes,No,5,5,5,0,1,11
2009,Central,Fatal,No,Yes,No,No,10,14,10,5,1,30
2009,Central,Fatal,No,Yes,Yes,No,1,1,3,0,0,4
2009,Central,Fatal,Yes,No,No,No,6,7,1,1,0,9
2009,Central,Fatal,Yes,Yes,No,No,8,9,8,0,0,17
2009,Central,Hospitalisation,No,No,No,No,913,0,1062,120,87,1269
2009,Central,Hospitalisation,No,No,No,Yes,36,0,39,4,1,44
2009,Central,Hospitalisation,No,No,Yes,No,40,0,48,8,1,57
2009,Central,Hospitalisation,No,Yes,No,No,47,0,54,12,4,70
2009,Central,Hospitalisation,No,Yes,No,Yes,3,0,5,0,0,5
2009,Central,Hospitalisation,Yes,No,No,No,113,0,144,13,9,166
2009,Central,Hospitalisation,Yes,No,No,Yes,4,0,6,0,1,7
2009,Central,Hospitalisation,Yes,No,Yes,No,1,0,1,0,0,1
2009,Central,Hospitalisation,Yes,Yes,No,No,22,0,24,6,2,32
2009,Central,Medical treatment,No,No,No,No,950,0,0,1182,83,1265
2009,Central,Medical treatment,No,No,No,Yes,37,0,0,53,2,55
2009,Central,Medical treatment,No,No,Yes,No,31,0,0,36,2,38
2009,Central,Medical treatment,No,No,Yes,Yes,1,0,0,1,0,1
2009,Central,Medical treatment,No,Yes,No,No,23,0,0,32,3,35
2009,Central,Medical treatment,No,Yes,No,Yes,1,0,0,5,0,5
2009,Central,Medical treatment,Yes,No,No,No,62,0,0,73,6,79
2009,Central,Medical treatment,Yes,No,Yes,No,3,0,0,3,0,3
2009,Central,Medical treatment,Yes,Yes,No,No,6,0,0,7,1,8
2009,Central,Minor injury,No,No,No,No,421,0,0,0,495,495
2009,Central,Minor injury,No,No,No,Yes,7,0,0,0,8,8
2009,Central,Minor injury,No,No,Yes,No,10,0,0,0,12,12
2009,Central,Minor injury,No,Yes,No,No,18,0,0,0,20,20
2009,Central,Minor injury,Yes,No,No,No,31,0,0,0,35,35
2009,Central,Minor injury,Yes,No,No,Yes,1,0,0,0,4,4
2009,Central,Minor injury,Yes,No,Yes,No,1,0,0,0,1,1
2009,Central,Minor injury,Yes,Yes,No,No,4,0,0,0,6,6
2009,Central,Property damage only,No,No,No,No,1847,0,0,0,0,0
2009,Central,Property damage only,No,No,No,Yes,79,0,0,0,0,0
2009,Central,Property damage only,No,No,Yes,No,31,0,0,0,0,0
2009,Central,Property damage only,No,Yes,No,No,101,0,0,0,0,0
2009,Central,Property damage only,No,Yes,No,Yes,7,0,0,0,0,0
2009,Central,Property damage only,Yes,No,No,No,146,0,0,0,0,0
2009,Central,Property damage only,Yes,No,No,Yes,5,0,0,0,0,0
2009,Central,Property damage only,Yes,No,Yes,No,3,0,0,0,0,0
2009,Central,Property damage only,Yes,Yes,No,No,25,0,0,0,0,0
2009,Northern,Fatal,No,No,No,No,31,36,16,9,1,62
2009,Northern,Fatal,No,No,No,Yes,1,1,1,0,0,2
2009,Northern,Fatal,No,No,Yes,No,1,1,1,0,0,2
2009,Northern,Fatal,No,Yes,No,No,6,7,2,0,0,9
2009,Northern,Fatal,Yes,No,No,No,6,8,7,1,1,17
2009,Northern,Fatal,Yes,Yes,No,No,4,6,1,3,0,10
2009,Northern,Hospitalisation,No,No,No,No,568,0,705,96,67,868
2009,Northern,Hospitalisation,No,No,No,Yes,13,0,14,0,2,16
2009,Northern,Hospitalisation,No,No,Yes,No,15,0,19,5,0,24
2009,Northern,Hospitalisation,No,Yes,No,No,30,0,39,9,1,49
2009,Northern,Hospitalisation,Yes,No,No,No,77,0,100,13,9,122
2009,Northern,Hospitalisation,Yes,No,No,Yes,2,0,2,1,1,4
2009,Northern,Hospitalisation,Yes,No,Yes,No,4,0,5,1,0,6
2009,Northern,Hospitalisation,Yes,Yes,No,No,8,0,9,3,0,12
2009,Northern,Medical treatment,No,No,No,No,567,0,0,699,36,735
2009,Northern,Medical treatment,No,No,No,Yes,17,0,0,20,2,22
2009,Northern,Medical treatment,No,No,Yes,No,10,0,0,11,0,11
2009,Northern,Medical treatment,No,Yes,No,No,21,0,0,26,3,29
2009,Northern,Medical treatment,Yes,No,No,No,34,0,0,43,0,43
2009,Northern,Medical treatment,Yes,Yes,No,No,7,0,0,8,0,8
2009,Northern,Minor injury,No,No,No,No,244,0,0,0,293,293
2009,Northern,Minor injury,No,No,No,Yes,3,0,0,0,4,4
2009,Northern,Minor injury,No,No,Yes,No,5,0,0,0,6,6
2009,Northern,Minor injury,No,Yes,No,No,13,0,0,0,17,17
2009,Northern,Minor injury,Yes,No,No,No,15,0,0,0,17,17
2009,Northern,Minor injury,Yes,No,Yes,No,3,0,0,0,3,3
2009,Northern,Minor injury,Yes,Yes,No,No,5,0,0,0,6,6
2009,Northern,Property damage only,No,No,No,No,956,0,0,0,0,0
2009,Northern,Property damage only,No,No,No,Yes,31,0,0,0,0,0
2009,Northern,Property damage only,No,No,Yes,No,21,0,0,0,0,0
2009,Northern,Property damage only,No,No,Yes,Yes,1,0,0,0,0,0
2009,Northern,Property damage only,No,Yes,No,No,49,0,0,0,0,0
2009,Northern,Property damage only,No,Yes,No,Yes,1,0,0,0,0,0
2009,Northern,Property damage only,No,Yes,Yes,No,2,0,0,0,0,0
2009,Northern,Property damage only,Yes,No,No,No,82,0,0,0,0,0
2009,Northern,Property damage only,Yes,No,No,Yes,1,0,0,0,0,0
2009,Northern,Property damage only,Yes,No,Yes,No,1,0,0,0,0,0
2009,Northern,Property damage only,Yes,Yes,No,No,14,0,0,0,0,0
2009,Northern,Property damage only,Yes,Yes,No,Yes,1,0,0,0,0,0
2009,South Eastern,Fatal,No,No,No,No,18,18,8,6,0,32
2009,South Eastern,Fatal,No,No,Yes,No,1,1,1,0,0,2
2009,South Eastern,Fatal,No,Yes,No,No,3,4,2,2,0,8
2009,South Eastern,Fatal,No,Yes,Yes,No,1,1,0,0,0,1
2009,South Eastern,Fatal,Yes,No,No,No,5,5,2,0,0,7
2009,South Eastern,Fatal,Yes,Yes,No,No,9,10,3,2,0,15
2009,South Eastern,Hospitalisation,No,No,No,No,729,0,834,135,80,1049
2009,South Eastern,Hospitalisation,No,No,No,Yes,11,0,13,2,1,16
2009,South Eastern,Hospitalisation,No,No,Yes,No,11,0,14,2,0,16
2009,South Eastern,Hospitalisation,No,Yes,No,No,41,0,58,7,3,68
2009,South Eastern,Hospitalisation,No,Yes,Yes,No,1,0,1,0,0,1
2009,South Eastern,Hospitalisation,Yes,No,No,No,92,0,110,14,9,133
2009,South Eastern,Hospitalisation,Yes,Yes,No,No,13,0,15,6,0,21
2009,South Eastern,Medical treatment,No,No,No,No,960,0,0,1144,115,1259
2009,South Eastern,Medical treatment,No,No,No,Yes,14,0,0,17,2,19
2009,South Eastern,Medical treatment,No,No,Yes,No,20,0,0,23,1,24
2009,South Eastern,Medical treatment,No,Yes,No,No,31,0,0,49,1,50
2009,South Eastern,Medical treatment,No,Yes,No,Yes,1,0,0,1,0,1
2009,South Eastern,Medical treatment,Yes,No,No,No,51,0,0,60,4,64
2009,South Eastern,Medical treatment,Yes,No,No,Yes,1,0,0,1,0,1
2009,South Eastern,Medical treatment,Yes,No,Yes,No,2,0,0,2,0,2
2009,South Eastern,Medical treatment,Yes,Yes,No,No,5,0,0,6,1,7
2009,South Eastern,Minor injury,No,No,No,No,374,0,0,0,455,455
2009,South Eastern,Minor injury,No,No,No,Yes,7,0,0,0,7,7
2009,South Eastern,Minor injury,No,No,Yes,No,4,0,0,0,4,4
2009,South Eastern,Minor injury,No,Yes,No,No,12,0,0,0,13,13
2009,South Eastern,Minor injury,Yes,No,No,No,24,0,0,0,28,28
2009,South Eastern,Minor injury,Yes,Yes,No,No,1,0,0,0,1,1
2009,South Eastern,Minor injury,Yes,Yes,No,Yes,1,0,0,0,1,1
2009,South Eastern,Property damage only,No,No,No,No,1020,0,0,0,0,0
2009,South Eastern,Property damage only,No,No,No,Yes,36,0,0,0,0,0
2009,South Eastern,Property damage only,No,No,Yes,No,19,0,0,0,0,0
2009,South Eastern,Property damage only,No,No,Yes,Yes,1,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,No,No,62,0,0,0,0,0
2009,South Eastern,Property damage only,No,Yes,No,Yes,3,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,No,No,146,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,No,Yes,No,5,0,0,0,0,0
2009,South Eastern,Property damage only,Yes,Yes,No,No,20,0,0,0,0,0
2009,Southern,Fatal,No,No,No,No,38,41,23,13,4,81
2009,Southern,Fatal,No,No,No,Yes,1,1,0,0,0,1
2009,Southern,Fatal,No,No,Yes,No,2,2,2,2,0,6
2009,Southern,Fatal,No,Yes,No,No,5,5,3,3,0,11
2009,Southern,Fatal,Yes,No,No,No,12,12,5,0,0,17
2009,Southern,Fatal,Yes,No,Yes,No,1,1,0,0,0,1
2009,Southern,Fatal,Yes,Yes,No,No,4,5,1,0,0,6
2009,Southern,Hospitalisation,No,No,No,No,819,0,994,136,88,1218
2009,Southern,Hospitalisation,No,No,No,Yes,23,0,26,7,4,37
2009,Southern,Hospitalisation,No,No,Yes,No,33,0,44,4,3,51
2009,Southern,Hospitalisation,No,Yes,No,No,56,0,75,8,12,95
2009,Southern,Hospitalisation,No,Yes,No,Yes,2,0,3,0,1,4
2009,Southern,Hospitalisation,Yes,No,No,No,86,0,100,13,11,124
2009,Southern,Hospitalisation,Yes,No,Yes,No,1,0,3,0,0,3
2009,Southern,Hospitalisation,Yes,Yes,No,No,18,0,26,3,2,31
2009,Southern,Medical treatment,No,No,No,No,775,0,0,983,84,1067
2009,Southern,Medical treatment,No,No,No,Yes,27,0,0,36,2,38
2009,Southern,Medical treatment,No,No,Yes,No,14,0,0,19,4,23
2009,Southern,Medical treatment,No,Yes,No,No,23,0,0,29,0,29
2009,Southern,Medical treatment,No,Yes,No,Yes,1,0,0,4,0,4
2009,Southern,Medical treatment,No,Yes,Yes,No,2,0,0,2,0,2
2009,Southern,Medical treatment,Yes,No,No,No,46,0,0,49,4,53
2009,Southern,Medical treatment,Yes,No,No,Yes,1,0,0,1,0,1
2009,Southern,Medical treatment,Yes,No,Yes,No,1,0,0,1,0,1
2009,Southern,Medical treatment,Yes,Yes,No,No,6,0,0,7,0,7
2009,Southern,Minor injury,No,No,No,No,379,0,0,0,467,467
2009,Southern,Minor injury,No,No,No,Yes,11,0,0,0,12,12
2009,Southern,Minor injury,No,No,Yes,No,7,0,0,0,9,9
2009,Southern,Minor injury,No,Yes,No,No,15,0,0,0,17,17
2009,Southern,Minor injury,Yes,No,No,No,12,0,0,0,15,15
2009,Southern,Minor injury,Yes,No,Yes,No,1,0,0,0,1,1
2009,Southern,Minor injury,Yes,Yes,No,No,7,0,0,0,7,7
2009,Southern,Property damage only,No,No,No,No,1632,0,0,0,0,0
2009,Southern,Property damage only,No,No,No,Yes,53,0,0,0,0,0
2009,Southern,Property damage only,No,No,Yes,No,39,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,No,No,77,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,No,Yes,3,0,0,0,0,0
2009,Southern,Property damage only,No,Yes,Yes,No,1,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,No,No,99,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,No,Yes,4,0,0,0,0,0
2009,Southern,Property damage only,Yes,No,Yes,No,8,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,No,No,18,0,0,0,0,0
2009,Southern,Property damage only,Yes,Yes,No,Yes,1,0,0,0,0,0
2009,Unknown,Property damage only,No,No,No,No,7,0,0,0,0,0
2010,Brisbane,Fatal,No,No,No,No,22,22,3,2,2,29
2010,Brisbane,Fatal,No,Yes,No,No,7,9,3,2,1,15
2010,Brisbane,Fatal,No,Yes,Yes,No,1,1,1,0,0,2
2010,Brisbane,Fatal,Yes,No,No,No,2,2,2,0,0,4
2010,Brisbane,Fatal,Yes,Yes,No,No,1,1,1,0,0,2
2010,Brisbane,Hospitalisation,No,No,No,No,1417,0,1655,210,135,2000
2010,Brisbane,Hospitalisation,No,No,No,Yes,32,0,36,4,3,43
2010,Brisbane,Hospitalisation,No,No,Yes,No,23,0,29,5,5,39
2010,Brisbane,Hospitalisation,No,Yes,No,No,54,0,68,2,1,71
2010,Brisbane,Hospitalisation,No,Yes,No,Yes,1,0,1,0,0,1
2010,Brisbane,Hospitalisation,No,Yes,Yes,No,1,0,1,0,0,1
2010,Brisbane,Hospitalisation,Yes,No,No,No,99,0,113,9,3,125
2010,Brisbane,Hospitalisation,Yes,No,Yes,No,7,0,7,0,0,7
2010,Brisbane,Hospitalisation,Yes,Yes,No,No,16,0,16,7,1,24
2010,Brisbane,Hospitalisation,Yes,Yes,No,Yes,1,0,1,0,0,1
2010,Brisbane,Medical treatment,No,No,No,No,1866,0,0,2184,179,2363
2010,Brisbane,Medical treatment,No,No,No,Yes,28,0,0,36,4,40
2010,Brisbane,Medical treatment,No,No,Yes,No,18,0,0,20,3,23
2010,Brisbane,Medical treatment,No,Yes,No,No,25,0,0,32,5,37
2010,Brisbane,Medical treatment,Yes,No,No,No,38,0,0,40,2,42
2010,Brisbane,Medical treatment,Yes,No,Yes,No,1,0,0,1,0,1
2010,Brisbane,Medical treatment,Yes,Yes,No,No,8,0,0,8,0,8
2010,Brisbane,Minor injury,No,No,No,No,806,0,0,0,954,954
2010,Brisbane,Minor injury,No,No,No,Yes,11,0,0,0,13,13
2010,Brisbane,Minor injury,No,No,Yes,No,7,0,0,0,8,8
2010,Brisbane,Minor injury,No,Yes,No,No,14,0,0,0,20,20
2010,Brisbane,Minor injury,Yes,No,No,No,24,0,0,0,28,28
2010,Brisbane,Property damage only,No,No,No,No,1937,0,0,0,0,0
2010,Brisbane,Property damage only,No,No,No,Yes,60,0,0,0,0,0
2010,Brisbane,Property damage only,No,No,Yes,No,38,0,0,0,0,0
2010,Brisbane,Property damage only,No,No,Yes,Yes,1,0,0,0,0,0
2010,Brisbane,Property damage only,No,Yes,No,No,90,0,0,0,0,0
2010,Brisbane,Property damage only,No,Yes,No,Yes,3,0,0,0,0,0
2010,Brisbane,Property damage only,Yes,No,No,No,156,0,0,0,0,0
2010,Brisbane,Property damage only,Yes,No,Yes,No,8,0,0,0,0,0
2010,Brisbane,Property damage only,Yes,Yes,No,No,10,0,0,0,0,0
2010,Central,Fatal,No,No,No,No,46,49,27,15,5,96
2010,Central,Fatal,No,No,Yes,No,7,8,8,2,0,18
2010,Central,Fatal,No,Yes,No,No,8,9,3,0,0,12
2010,Central,Fatal,Yes,No,No,No,10,10,3,0,1,14
2010,Central,Fatal,Yes,No,No,Yes,1,1,0,0,0,1
2010,Central,Fatal,Yes,No,Yes,No,1,1,0,0,0,1
2010,Central,Fatal,Yes,Yes,No,No,9,9,4,2,0,15
2010,Central,Hospitalisation,No,No,No,No,864,0,1095,118,82,1295
2010,Central,Hospitalisation,No,No,No,Yes,21,0,27,4,1,32
2010,Central,Hospitalisation,No,No,Yes,No,33,0,46,13,0,59
2010,Central,Hospitalisation,No,Yes,No,No,49,0,65,8,3,76
2010,Central,Hospitalisation,No,Yes,Yes,No,1,0,1,0,0,1
2010,Central,Hospitalisation,Yes,No,No,No,106,0,129,19,10,158
2010,Central,Hospitalisation,Yes,No,Yes,No,4,0,4,1,0,5
2010,Central,Hospitalisation,Yes,Yes,No,No,13,0,16,2,1,19
2010,Central,Medical treatment,No,No,No,No,915,0,0,1088,87,1175
2010,Central,Medical treatment,No,No,No,Yes,25,0,0,28,3,31
2010,Central,Medical treatment,No,No,Yes,No,22,0,0,25,2,27
2010,Central,Medical treatment,No,Yes,No,No,31,0,0,36,2,38
2010,Central,Medical treatment,No,Yes,No,Yes,2,0,0,2,0,2
2010,Central,Medical treatment,Yes,No,No,No,42,0,0,52,2,54
2010,Central,Medical treatment,Yes,No,Yes,No,2,0,0,2,0,2
2010,Central,Medical treatment,Yes,Yes,No,No,5,0,0,6,0,6
2010,Central,Minor injury,No,No,No,No,448,0,0,0,513,513
2010,Central,Minor injury,No,No,No,Yes,3,0,0,0,3,3
2010,Central,Minor injury,No,No,Yes,No,8,0,0,0,13,13
2010,Central,Minor injury,No,Yes,No,No,15,0,0,0,16,16
2010,Central,Minor injury,Yes,No,No,No,25,0,0,0,27,27
2010,Central,Minor injury,Yes,No,Yes,No,1,0,0,0,1,1
2010,Central,Minor injury,Yes,Yes,No,No,2,0,0,0,6,6
2010,Central,Property damage only,No,No,No,No,1994,0,0,0,0,0
2010,Central,Property damage only,No,No,No,Yes,68,0,0,0,0,0
2010,Central,Property damage only,No,No,Yes,No,42,0,0,0,0,0
2010,Central,Property damage only,No,Yes,No,No,92,0,0,0,0,0
2010,Central,Property damage only,No,Yes,No,Yes,5,0,0,0,0,0
2010,Central,Property damage only,No,Yes,Yes,No,1,0,0,0,0,0
2010,Central,Property damage only,Yes,No,No,No,142,0,0,0,0,0
2010,Central,Property damage only,Yes,No,Yes,No,2,0,0,0,0,0
2010,Central,Property damage only,Yes,Yes,No,No,21,0,0,0,0,0
2010,Northern,Fatal,No,No,No,No,23,24,11,1,0,36
2010,Northern,Fatal,No,No,No,Yes,1,2,0,1,0,3
2010,Northern,Fatal,No,No,Yes,No,2,2,4,0,0,6
2010,Northern,Fatal,No,Yes,No,No,3,3,3,4,0,10
2010,Northern,Fatal,No,Yes,Yes,No,1,1,0,0,0,1
2010,Northern,Fatal,Yes,No,No,No,4,4,0,0,0,4
2010,Northern,Fatal,Yes,No,Yes,No,1,1,0,0,0,1
2010,Northern,Fatal,Yes,Yes,No,No,3,3,3,0,0,6
2010,Northern,Hospitalisation,No,No,No,No,580,0,693,76,28,797
2010,Northern,Hospitalisation,No,No,No,Yes,13,0,13,2,1,16
